Age,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,LoanApproved
29,573,Unemployed,Master,6,25930,108,Single,1,Mortgage,378,0.2280625967492606,1,0,0,Education,0,27,10,4270,448,100288,11100,6660.916666666667,0.8304148768456863,2,0
36,606,Employed,Master,13,16677,84,Divorced,3,Mortgage,345,0.3074045368079118,4,3,0,Education,0,24,10,2233,1065,90111,21641,4376.333333333333,0.8470750833234018,6,0
52,531,Employed,Bachelor,30,48874,36,Married,2,Mortgage,536,0.4647619728964204,1,2,0,Home,0,28,20,3628,822,32040,31136,8247.666666666666,0.6999781444437368,9,0
39,625,Employed,Doctorate,15,37373,12,Married,1,Own,258,0.2160976892016419,2,0,0,Home,0,25,7,1309,16073,119156,9853,8476.583333333334,0.7261558113262688,11,1
35,595,Employed,Bachelor,12,14588,12,Single,0,Own,481,0.120699368515849,2,1,0,Home,0,26,21,501,2769,68282,40191,4065.1666666666665,0.8487953388004436,4,0
46,663,Employed,Master,24,42903,12,Single,0,Rent,540,0.2400394576757329,2,1,0,Home,0,20,13,1399,855,11944,12474,2522.1666666666665,0.8437578864852389,5,0
43,571,Employed,Bachelor,23,25906,48,Married,3,Other,216,0.1893945797727128,4,1,0,Home,0,28,13,936,93,4603,298304,2313.0,0.6681284209490278,4,0
52,605,Employed,Bachelor,27,27286,120,Widowed,0,Mortgage,113,0.240242015650991,4,1,0,Auto,0,18,10,2460,435,12295,13308,1774.8333333333333,0.8782611080807372,7,0
55,554,Employed,Bachelor,31,9753,96,Married,0,Rent,651,0.1115002747184456,1,1,0,Other,0,22,28,13550,1983,47496,7729,11742.583333333334,0.9255329016416476,5,1
43,635,Self-Employed,Bachelor,20,16902,36,Widowed,4,Rent,339,0.5317080548548111,0,1,1,Debt Consolidation,0,19,23,465,456,247638,14571,1632.5,0.7460976887690162,3,0
43,607,Employed,Associate,25,18107,48,Divorced,0,Other,388,0.3247459147460112,4,0,0,Debt Consolidation,0,24,13,1380,152,80248,23397,4784.166666666667,0.7944551803632096,13,1
42,599,Unemployed,Bachelor,20,15201,48,Divorced,1,Rent,363,0.349445304154154,2,0,0,Home,0,22,12,672,2658,64738,8036,1634.8333333333333,0.9148587042479428,1,0
45,504,Self-Employed,High School,23,13201,36,Married,0,Rent,687,0.1154737618019609,5,1,1,Debt Consolidation,0,21,10,1292,1091,46899,43472,11296.583333333334,0.8362525022928723,9,0
40,516,Employed,Bachelor,19,49497,36,Married,0,Own,764,0.1740658823951626,6,1,0,Debt Consolidation,0,19,1,4666,708,53498,6572,2127.083333333333,0.6417433246107236,3,0
39,541,Self-Employed,Bachelor,15,12930,36,Divorced,0,Rent,411,0.6650170478255865,3,3,0,Debt Consolidation,0,17,26,4804,445,139931,10512,4240.166666666667,0.8322990015633408,4,1
54,474,Employed,Master,30,24336,24,Married,3,Rent,310,0.3415491479633606,4,0,0,Education,0,21,1,427,595,317442,63920,1748.4166666666667,0.7247881704549007,8,0
58,652,Employed,Bachelor,35,8284,72,Single,4,Rent,312,0.1839725714164198,3,1,0,Home,0,24,26,3734,185,96389,35392,8051.083333333333,0.9579110149502008,4,1
21,415,Employed,Bachelor,0,16640,36,Divorced,2,Mortgage,482,0.1583553591449722,5,2,0,Debt Consolidation,1,15,20,1457,669,20260,22709,5804.333333333333,0.8497254045433423,6,0
40,576,Employed,Associate,20,54498,36,Single,2,Rent,316,0.2410807029064889,1,1,0,Debt Consolidation,0,24,5,1671,2380,35345,75483,4250.916666666667,0.9316590750941054,8,0
31,646,Employed,Master,9,38220,60,Widowed,1,Mortgage,229,0.4744494517587799,1,0,0,Other,0,22,25,1701,1170,39825,26273,4460.166666666667,0.8120130418539414,5,0
36,574,Employed,High School,13,12605,36,Single,4,Own,310,0.4043660957828257,3,1,0,Debt Consolidation,0,32,12,2681,454,22666,129439,4737.833333333333,0.8404050889889793,4,0
44,643,Employed,Master,23,14759,36,Single,2,Other,199,0.2546736996774736,4,0,0,Debt Consolidation,0,14,17,1921,2362,87696,30785,3261.0,0.627048457933876,6,0
48,570,Employed,Bachelor,24,44581,24,Married,1,Rent,712,0.5357024679844781,2,2,0,Auto,0,25,1,1524,209,148592,37324,8574.0,0.8048398010358144,7,0
38,593,Employed,High School,17,29942,48,Single,0,Other,514,0.1267121058038262,4,1,1,Home,0,27,2,4986,845,114750,3109,4521.583333333333,0.71827353361738,3,0
18,611,Employed,Master,0,34661,48,Married,5,Mortgage,891,0.3593790473313444,1,0,0,Auto,0,22,22,874,5892,177337,12593,1593.6666666666667,0.5263349512043712,5,0
28,607,Employed,Associate,7,33864,48,Married,5,Rent,286,0.4023048693071355,4,1,0,Home,0,18,15,3810,2349,40092,15023,10340.416666666666,0.9680727293415218,3,1
50,546,Employed,High School,23,25984,72,Married,0,Rent,721,0.0620283021780097,5,4,1,Debt Consolidation,1,34,18,12408,3005,206732,11621,3568.833333333333,0.617061536834749,3,0
18,580,Employed,Associate,0,13800,36,Married,1,Mortgage,60,0.6394655353556947,2,2,0,Education,0,23,25,3684,1650,82260,15596,2717.9166666666665,0.8545419100493103,7,0
54,620,Employed,Doctorate,32,31660,48,Single,2,Rent,536,0.1166586171018608,2,1,0,Education,0,19,29,2781,12433,61322,24209,6096.0,0.8491803807139959,4,0
46,601,Employed,Bachelor,21,17338,72,Married,1,Other,517,0.3465396455486186,4,0,0,Auto,0,25,27,4604,137,208438,93792,2621.25,0.8093809536784536,3,0
55,664,Employed,Master,33,14971,36,Single,0,Other,410,0.498330346668847,3,1,1,Other,0,17,17,777,565,99803,252276,5784.75,0.803048608135942,5,0
37,602,Employed,High School,12,33532,36,Married,4,Own,862,0.4847276536613609,5,1,0,Education,0,19,27,799,1066,17819,184027,5536.75,0.7100238317981217,4,0
18,563,Employed,High School,0,29544,24,Single,0,Rent,187,0.2284649231784173,3,1,0,Home,0,22,19,1533,4387,237827,3859,4274.833333333333,0.8864749531619898,8,0
45,632,Employed,Bachelor,25,25975,24,Married,2,Rent,258,0.615092892417989,1,2,0,Auto,1,27,13,1399,630,22945,21189,6215.166666666667,0.8276583269407181,5,0
55,620,Employed,Associate,37,53707,36,Married,1,Mortgage,225,0.3009520226588564,4,0,0,Debt Consolidation,0,19,21,7759,481,62032,9309,3444.5,0.4928694501286652,4,0
51,647,Employed,Bachelor,29,20603,48,Married,2,Rent,815,0.0682144918696326,1,0,0,Education,1,17,5,6222,2875,79583,12328,3127.25,0.893224985661603,3,0
32,589,Employed,Bachelor,9,28499,24,Married,2,Mortgage,342,0.4230870840487435,3,1,1,Home,0,37,10,4166,506,228024,20232,5303.916666666667,0.9606850026825796,2,0
41,568,Employed,Associate,16,25869,96,Widowed,0,Mortgage,208,0.1402924916485041,3,0,0,Education,0,25,17,5055,4334,9389,168313,6755.333333333333,0.7108305673899066,4,0
33,563,Employed,High School,10,22597,48,Single,1,Mortgage,385,0.2836656637763985,1,1,0,Auto,0,19,21,6193,115,33547,27481,1879.25,0.5938361082749677,9,0
30,560,Employed,Associate,5,51913,72,Single,0,Own,127,0.417589963586797,3,2,0,Debt Consolidation,0,22,8,2313,619,58464,31500,3034.9166666666665,0.896951197860014,5,0
51,551,Employed,High School,29,48168,60,Married,2,Own,645,0.3233202147627856,4,1,0,Education,0,16,11,2956,5791,92000,49064,4371.916666666667,0.8651417684835834,3,0
25,557,Employed,Master,3,11773,84,Single,0,Rent,222,0.1203111431464739,4,1,0,Auto,0,16,21,1187,3338,12687,44091,4133.416666666667,0.9186056971685204,5,0
29,638,Employed,Master,4,52684,48,Married,0,Mortgage,610,0.2027769207126087,4,2,0,Auto,0,28,13,31351,979,49396,5933,8927.75,0.9506609966282976,4,0
26,616,Employed,Master,8,18999,36,Divorced,4,Own,440,0.3155066300147368,1,0,0,Auto,0,23,7,1414,338,199587,12908,1746.5,0.8738893550629915,6,0
22,484,Employed,High School,0,11543,24,Married,2,Rent,574,0.1599482488613351,4,0,0,Home,0,24,4,1330,1148,33251,21970,1250.0,0.8444701878466105,1,0
41,613,Employed,High School,19,18027,72,Widowed,2,Other,437,0.2267599037405664,5,0,1,Debt Consolidation,0,26,1,5754,2049,86771,36119,6280.666666666667,0.6072918004343801,4,0
53,486,Unemployed,Bachelor,28,19936,60,Married,1,Mortgage,560,0.4516804939514095,4,3,0,Debt Consolidation,0,25,11,8935,2234,105589,50757,6883.166666666667,0.8625726975242481,5,1
37,585,Employed,Bachelor,16,13335,96,Single,0,Mortgage,280,0.2297507896901379,4,0,0,Education,0,23,8,4529,1098,39129,62108,4402.833333333333,0.7035252440868534,4,0
21,561,Employed,Master,0,28327,36,Single,1,Mortgage,660,0.1923883617358096,5,2,0,Home,0,21,4,491,325,98931,17456,3232.25,0.8365194699531062,3,0
50,565,Unemployed,Master,26,9073,12,Single,0,Own,339,0.6833183537694423,5,1,0,Debt Consolidation,0,26,29,1667,3020,137437,26180,6359.75,0.6894917587974694,5,1
60,564,Employed,High School,40,16365,60,Married,2,Other,365,0.6638231077588094,2,1,0,Debt Consolidation,1,28,29,863,974,15133,32499,5614.833333333333,0.9911301837332392,3,0
32,618,Employed,Doctorate,10,29270,36,Divorced,2,Other,438,0.2889283531421219,3,0,1,Home,0,19,19,681,3255,8673,44449,6113.083333333333,0.8366361180995442,5,0
34,593,Employed,High School,12,15283,24,Divorced,0,Own,350,0.2552714105189049,3,0,0,Debt Consolidation,0,22,6,6644,1153,66929,8818,3207.9166666666665,0.8682524720073546,6,0
46,509,Employed,Master,22,17225,48,Married,1,Own,959,0.4127182342632922,4,1,0,Debt Consolidation,0,28,3,4214,1299,134245,7189,5604.25,0.8125521796026485,4,0
59,608,Employed,Bachelor,35,18982,72,Divorced,0,Own,322,0.2084169958101136,2,1,0,Debt Consolidation,0,23,19,37607,266,41474,25387,7064.25,0.9524889245568036,3,1
33,598,Employed,Bachelor,11,17817,36,Divorced,1,Mortgage,329,0.4538868948791268,4,0,0,Debt Consolidation,0,17,5,302,3988,85972,20043,5811.75,0.6017039371219784,5,0
24,567,Unemployed,Bachelor,4,37268,60,Single,1,Mortgage,469,0.478766443093006,4,0,0,Auto,0,26,21,2578,169,39429,9753,5186.75,0.8302220869271861,4,0
47,597,Employed,Master,22,8061,24,Single,3,Other,218,0.2695147759338158,2,0,0,Home,0,19,10,6120,3647,89971,22669,4710.5,0.5959328504246426,2,1
49,521,Employed,Bachelor,27,24562,108,Married,4,Rent,312,0.0907930136114467,2,1,0,Debt Consolidation,0,23,22,1610,826,13022,8398,6763.583333333333,0.9515248073767688,3,0
40,539,Employed,Master,21,16848,36,Single,0,Rent,719,0.2032221077412192,2,1,0,Education,0,21,12,3448,167,43406,9677,10449.75,0.6314007093435502,5,1
33,538,Employed,High School,14,23673,48,Single,2,Rent,496,0.0314357598356694,2,1,0,Debt Consolidation,0,23,7,899,3041,492048,75147,2443.4166666666665,0.7638819420117912,2,0
51,611,Employed,Master,28,16398,36,Single,5,Own,291,0.0977999959070799,1,1,0,Auto,0,25,7,2347,1727,46438,39123,3925.0,0.9152882181054812,5,0
46,632,Employed,Doctorate,26,24725,60,Single,1,Rent,698,0.2138196013389682,5,1,0,Debt Consolidation,0,22,4,1224,465,25850,6485,5973.5,0.6416336024944848,4,1
30,537,Employed,Bachelor,4,42049,12,Widowed,1,Own,380,0.3223269551866882,3,0,0,Home,0,31,18,7094,341,169148,166219,5645.333333333333,0.7806563734263904,9,0
40,548,Self-Employed,Doctorate,19,21400,48,Married,0,Own,307,0.2233580235471103,5,1,0,Debt Consolidation,1,17,9,5638,1490,18613,17521,4894.083333333333,0.8157475750509807,6,0
23,578,Employed,High School,1,24974,60,Single,2,Mortgage,984,0.1381223550044034,3,1,0,Debt Consolidation,0,30,13,1334,128,48984,4104,4035.3333333333335,0.8654668623646288,3,0
48,523,Employed,Master,25,14779,60,Single,1,Other,238,0.2606546729143123,5,2,0,Auto,0,20,12,14426,415,153745,6626,2965.0,0.8445613773300905,4,0
36,484,Employed,High School,15,26666,96,Single,1,Mortgage,836,0.3886210328869036,3,0,0,Auto,0,28,21,5636,284,158479,33356,3051.6666666666665,0.4616696784267632,5,0
34,583,Unemployed,Bachelor,16,16930,48,Married,0,Mortgage,865,0.1032036874028492,1,0,0,Debt Consolidation,0,24,9,762,614,22029,8679,13166.916666666666,0.7853360165994515,5,1
39,588,Employed,Bachelor,16,25785,60,Single,1,Other,474,0.3277890441546231,2,0,0,Education,0,33,3,4125,458,82098,3987,6158.583333333333,0.8285586524380827,2,0
40,493,Employed,Bachelor,19,27289,48,Married,0,Rent,547,0.2351014147880659,7,1,0,Debt Consolidation,0,21,14,31083,856,33496,6038,3391.833333333333,0.7421201697582341,6,0
50,570,Employed,Bachelor,27,49336,48,Widowed,0,Other,440,0.3399903798655053,5,1,0,Other,0,36,11,2205,429,14368,11170,3666.8333333333335,0.8511988696585258,7,0
47,593,Employed,Associate,25,21192,36,Married,1,Rent,297,0.1089563709043791,2,2,0,Debt Consolidation,0,21,2,2220,1582,25523,11990,2093.5,0.7533511598890102,4,0
38,578,Employed,Doctorate,15,25456,60,Married,4,Mortgage,432,0.3302304105044479,3,2,0,Home,1,27,12,6825,373,39333,89843,13693.666666666666,0.8194849222057026,5,1
49,613,Employed,High School,23,30308,60,Single,0,Mortgage,813,0.4320079952829656,6,1,0,Auto,0,20,29,901,469,150671,68104,1935.6666666666667,0.7538596946613068,4,0
44,589,Unemployed,Bachelor,23,43502,72,Widowed,0,Rent,127,0.1404777235651073,2,1,0,Home,0,17,9,67636,3211,70847,83536,1250.0,0.7233437201748752,7,0
34,612,Employed,Master,12,45677,96,Single,0,Mortgage,344,0.0789325652117893,3,0,0,Auto,0,26,28,10098,1703,86735,3910,1875.75,0.9068606508004796,5,0
38,609,Employed,Master,19,12058,60,Married,1,Rent,145,0.1367329185876547,2,3,0,Home,0,15,19,5658,1285,223876,51153,4754.25,0.8714118139331897,3,1
38,466,Employed,Bachelor,16,31034,36,Married,3,Other,244,0.3689051435962994,7,2,0,Other,0,31,4,2663,772,7048,53729,2067.9166666666665,0.8614477282610747,6,0
46,628,Employed,Bachelor,23,41839,84,Married,3,Rent,545,0.1073109245678221,2,1,1,Home,0,25,26,3945,1614,51597,11520,4819.666666666667,0.8669714758779103,7,0
35,538,Employed,Associate,13,48379,60,Single,3,Own,589,0.4633487182303499,2,1,0,Debt Consolidation,0,24,28,2210,1384,108374,74639,4880.666666666667,0.6474724915857126,2,0
35,605,Employed,Associate,12,18866,48,Married,2,Mortgage,437,0.1506443225059283,4,0,0,Home,0,27,15,900,818,131321,8040,2230.083333333333,0.7156905553309797,6,0
63,592,Unemployed,Associate,41,21703,60,Married,2,Own,93,0.3764765593135394,1,1,0,Home,0,23,15,431,388,49807,5238,2414.0,0.9281438866235496,3,0
51,644,Employed,Bachelor,31,35696,36,Married,3,Rent,232,0.0360702394034671,4,0,0,Auto,0,21,3,1833,3446,32688,5505,8270.5,0.7674215994759924,8,0
30,611,Employed,Bachelor,7,18357,36,Married,1,Other,442,0.2892899483025513,5,1,0,Other,0,29,11,756,6305,61638,19527,4838.666666666667,0.9322041603132636,4,1
46,605,Employed,Bachelor,24,31950,60,Married,1,Other,511,0.2798738046721344,7,1,0,Debt Consolidation,0,21,22,5003,1984,111834,43235,1250.0,0.8828665133621357,4,0
41,555,Employed,Bachelor,18,47204,72,Married,1,Own,220,0.4354911513771526,4,0,0,Home,0,27,23,3274,3086,22483,6117,1762.5833333333333,0.6259380070054169,6,0
44,614,Employed,Bachelor,23,12029,72,Married,2,Other,658,0.1468814454925858,1,1,0,Debt Consolidation,0,24,29,486,2191,211643,29302,1543.6666666666667,0.7889455802026294,6,0
41,612,Employed,High School,20,24953,12,Divorced,0,Rent,90,0.2075267340146413,3,1,0,Home,0,23,4,13255,335,51265,22816,3173.1666666666665,0.9443573880530198,4,0
54,594,Self-Employed,Master,31,24007,36,Single,1,Rent,538,0.5149391969784022,1,2,0,Auto,0,22,15,1798,4428,166671,4909,5800.0,0.7247947811507132,7,1
44,640,Self-Employed,Master,22,16343,36,Married,1,Own,228,0.3260350994279571,3,2,0,Other,0,27,3,2849,1584,15367,18215,4316.833333333333,0.7993827922590839,5,1
39,534,Employed,High School,13,37407,36,Single,1,Own,339,0.36788652739708,8,2,0,Home,0,30,18,1372,943,86711,9769,2350.75,0.718606234674134,3,0
52,575,Employed,Bachelor,28,9260,48,Married,3,Mortgage,1150,0.1892424553547222,7,1,0,Auto,0,18,15,2475,1238,16326,30022,8454.166666666666,0.888063954121112,5,1
42,640,Employed,Bachelor,18,32499,36,Single,0,Mortgage,1239,0.2973235040925807,5,0,0,Debt Consolidation,0,32,22,21685,1521,217950,37590,5370.833333333333,0.8648704439176446,3,0
41,631,Employed,High School,19,15529,60,Married,2,Rent,527,0.2335432366199125,4,0,0,Auto,0,24,14,1170,4970,133279,8592,2280.9166666666665,0.8066096870068585,6,0
43,616,Employed,Associate,25,23904,24,Married,3,Mortgage,312,0.5411472944379293,4,1,0,Education,0,30,23,3857,177,52764,39970,2611.833333333333,0.9476667119244214,5,0
38,575,Employed,High School,17,9822,36,Married,3,Own,526,0.1981291505256352,3,2,0,Auto,0,16,28,8318,563,433231,39789,1723.75,0.7710917555209803,2,0
40,563,Employed,Bachelor,19,17310,108,Married,2,Rent,322,0.4423339052850162,2,2,1,Home,0,20,23,6456,667,53810,97600,3021.833333333333,0.934369280019418,8,0
32,567,Employed,High School,10,24633,60,Single,2,Mortgage,390,0.4301935345956465,2,0,0,Debt Consolidation,0,27,6,4164,1372,60769,66663,3601.25,0.7015124813004939,5,0
30,521,Employed,High School,8,21695,36,Single,0,Mortgage,225,0.190017672156539,1,0,0,Other,0,19,25,9607,1026,31407,7217,3847.1666666666665,0.7358135633604445,6,1
28,551,Employed,High School,4,38660,36,Married,3,Rent,651,0.3520352139844055,4,0,0,Home,1,15,18,2718,524,144912,1709,2145.9166666666665,0.773214460060879,8,0
23,414,Employed,High School,0,21571,36,Married,4,Mortgage,403,0.1516613080439972,7,0,0,Home,0,19,16,2737,372,84789,6923,1250.0,0.8311082281294929,7,0
29,579,Employed,Bachelor,4,23310,72,Married,2,Rent,266,0.0596860397176179,4,0,0,Debt Consolidation,0,15,29,2799,265,83382,5234,5177.166666666667,0.6987867531345759,6,0
37,601,Employed,Bachelor,15,10682,96,Single,0,Own,507,0.1609814316676578,1,1,0,Debt Consolidation,0,36,17,6633,1150,44885,32635,6266.666666666667,0.8367208758539282,5,1
41,449,Employed,High School,18,29088,48,Single,1,Rent,471,0.1385191851070854,2,2,0,Home,0,27,25,2618,1599,12633,18515,11082.25,0.8779787118843974,9,0
36,541,Self-Employed,Bachelor,13,8097,48,Married,1,Mortgage,363,0.0835938751770614,3,1,0,Auto,0,25,16,5329,975,160115,49293,4845.166666666667,0.851597182637395,4,1
18,579,Employed,Associate,0,19498,48,Married,1,Mortgage,318,0.1289294167218685,5,2,0,Other,0,22,19,2970,2418,233972,16693,1940.5,0.886653420351734,5,0
58,420,Employed,Associate,33,26113,60,Single,3,Mortgage,347,0.4350114060823423,2,1,0,Education,0,35,25,5503,788,24478,1756,6438.166666666667,0.9468547643172508,7,1
53,497,Employed,High School,29,8748,60,Single,1,Mortgage,554,0.4106476850805425,1,0,0,Debt Consolidation,0,19,23,4770,416,6726,28139,3042.833333333333,0.6052629134509134,7,0
45,609,Employed,Bachelor,25,38584,84,Married,3,Other,393,0.1082979745686526,2,0,0,Debt Consolidation,0,21,11,11392,352,31220,6348,1833.1666666666667,0.6510262460530012,7,0
62,570,Employed,Associate,40,11422,120,Married,2,Rent,335,0.1134637714909118,1,2,0,Debt Consolidation,0,30,22,9883,1919,85860,7317,4919.916666666667,0.825667461921252,3,0
28,528,Employed,Bachelor,6,9826,24,Married,1,Own,212,0.275204341553416,4,0,1,Home,0,28,14,1144,398,63163,104898,5222.916666666667,0.8240650802564298,6,0
62,624,Employed,Associate,35,13720,60,Married,3,Rent,437,0.2846004217407238,4,2,1,Home,0,25,21,1039,707,115033,17110,10380.5,0.8775018870649305,5,0
28,520,Employed,High School,6,29816,24,Widowed,3,Mortgage,384,0.4164768268687683,4,1,0,Debt Consolidation,0,23,26,1298,7220,51300,10609,3182.25,0.8862922617389052,3,0
42,582,Employed,Bachelor,21,16656,48,Single,2,Rent,505,0.3621211601831512,1,0,0,Auto,0,21,19,5180,1317,52496,28118,2283.6666666666665,0.7244758856671869,9,0
24,584,Self-Employed,Bachelor,1,15265,60,Divorced,1,Mortgage,163,0.1447790562457558,3,0,0,Debt Consolidation,0,25,5,3993,940,25902,88424,1257.25,0.8782782228853613,4,0
40,568,Employed,Associate,17,24486,48,Single,1,Own,509,0.5864768361319026,4,0,0,Other,0,16,5,10868,658,86691,90686,1780.6666666666667,0.762394708659609,2,0
44,530,Employed,High School,22,25289,24,Divorced,2,Mortgage,241,0.3651741114695844,4,0,0,Other,0,24,11,1895,608,859141,81262,1813.0833333333333,0.9233855488613762,7,0
38,518,Employed,Bachelor,16,35719,24,Married,0,Other,189,0.0633994124641268,4,0,0,Auto,0,31,18,1963,256,64274,19946,11766.166666666666,0.8669228486832125,6,1
48,525,Employed,High School,24,27062,60,Married,0,Own,463,0.3977088073013953,4,0,0,Home,0,26,14,5499,1181,440101,6540,2904.9166666666665,0.8235850883858892,8,0
41,578,Employed,Associate,20,8664,48,Single,2,Own,257,0.4685031381565058,5,2,0,Debt Consolidation,0,20,14,724,808,15827,4734,3843.25,0.5969051328563927,4,0
33,608,Self-Employed,High School,11,9183,120,Single,3,Own,311,0.2015388295621513,3,0,0,Education,0,28,17,4148,233,13983,26737,6248.916666666667,0.6102354031537225,5,0
33,477,Employed,Bachelor,12,8175,96,Single,2,Mortgage,340,0.1009597985273085,3,1,0,Debt Consolidation,0,33,3,918,2896,38125,75014,5951.083333333333,0.8857049224764484,5,0
49,564,Unemployed,High School,24,21129,36,Single,2,Other,269,0.5170134291979217,3,0,0,Auto,0,28,2,1898,1158,19674,20652,2740.6666666666665,0.8895556845905288,2,0
32,556,Employed,Master,9,38824,48,Married,0,Rent,270,0.2266118598277835,4,0,0,Auto,0,14,22,13156,269,27583,29746,8700.5,0.6650022863402725,6,1
50,588,Employed,Master,30,64167,24,Single,1,Rent,615,0.0182566667263742,7,0,0,Auto,0,27,12,4951,2582,97058,731375,2789.9166666666665,0.6089783593677635,6,0
54,510,Employed,Doctorate,33,8196,60,Married,5,Own,297,0.2257930317410609,1,1,0,Education,0,26,19,6477,3026,31004,14980,6861.583333333333,0.8579410111159742,3,1
19,610,Employed,Master,0,29952,48,Single,2,Mortgage,550,0.2120185886923297,2,1,0,Debt Consolidation,0,20,13,19304,615,96431,87822,1835.9166666666667,0.9376604290513056,6,0
53,601,Employed,Doctorate,28,28767,24,Divorced,2,Mortgage,536,0.1800145581562941,1,2,1,Home,0,22,4,1198,857,215503,21175,5151.666666666667,0.6755681448097434,2,0
64,606,Self-Employed,Master,40,8695,48,Single,4,Own,279,0.4615488332762743,6,1,0,Debt Consolidation,0,27,8,195,419,104699,8001,10129.75,0.872674804040162,7,1
43,580,Employed,High School,20,31708,60,Single,0,Other,205,0.1162283843560238,2,1,0,Education,0,30,14,2081,568,76447,27933,6553.083333333333,0.8029903090630787,4,0
47,625,Employed,Associate,21,51301,36,Divorced,2,Mortgage,246,0.8700171392020414,0,2,0,Debt Consolidation,0,17,11,4396,4113,95324,103683,6613.666666666667,0.8937575597860401,7,0
52,486,Employed,High School,32,40894,36,Single,2,Own,405,0.0597395484328937,5,1,0,Auto,0,29,12,10810,147,20682,28695,19653.33333333333,0.7665961415324409,2,1
36,597,Employed,Bachelor,12,22241,48,Married,3,Other,787,0.3540938093628604,4,2,1,Debt Consolidation,0,29,28,10141,694,26548,40848,3315.333333333333,0.9515912224119504,9,0
42,581,Employed,Bachelor,20,33805,72,Married,0,Mortgage,484,0.2284522918324484,2,1,0,Debt Consolidation,0,18,9,4594,264,18501,26961,1959.4166666666667,0.8934731312490382,3,0
24,482,Self-Employed,Master,2,5770,60,Married,1,Mortgage,321,0.1928474333442806,4,1,0,Other,0,14,10,59263,1199,60462,42655,5442.583333333333,0.8560673511559337,7,1
41,607,Employed,Doctorate,17,18625,36,Single,2,Mortgage,312,0.2556067623729586,2,1,0,Auto,0,19,8,5332,554,461126,56436,3142.75,0.8260209286817074,4,1
45,554,Employed,High School,23,28979,96,Single,2,Other,590,0.1325068322197343,5,2,1,Debt Consolidation,0,27,12,16476,2173,92750,158525,1797.75,0.8650486236864272,3,0
46,592,Employed,Bachelor,24,38912,48,Divorced,1,Mortgage,317,0.2086964067830226,2,1,0,Auto,0,26,26,19930,1205,21135,84545,3770.3333333333335,0.9665489140143416,6,0
52,596,Employed,Associate,30,23275,48,Divorced,0,Mortgage,331,0.3828750702455162,6,1,0,Education,0,32,2,923,156,99035,75139,15779.333333333334,0.7834478763407654,0,1
30,530,Employed,Bachelor,11,6355,60,Single,0,Own,297,0.1669323996791081,2,0,0,Home,0,22,27,10217,1067,184641,18923,7032.25,0.5153670932470185,9,1
33,537,Employed,Bachelor,9,40563,120,Married,1,Mortgage,413,0.5827263334603939,3,2,0,Debt Consolidation,0,29,8,4212,2024,288226,62390,5336.916666666667,0.749009289396642,6,0
62,527,Employed,Master,42,10846,36,Married,4,Rent,298,0.2325444691194549,6,1,0,Other,0,17,10,757,1205,250218,10439,1839.9166666666667,0.9337075155675196,4,1
38,517,Unemployed,Master,12,21524,36,Married,0,Mortgage,175,0.3484448100936279,1,1,0,Education,0,19,15,4616,3257,74321,36114,3407.083333333333,0.8885005706974844,2,0
42,622,Employed,High School,20,19600,72,Married,2,Mortgage,123,0.2509720746210441,0,3,0,Other,0,18,21,2716,1692,24137,38530,9107.083333333334,0.8325181996083614,4,1
39,573,Employed,Associate,14,22649,36,Divorced,1,Mortgage,458,0.1969491247290966,5,2,0,Home,0,34,13,6225,2424,138486,7257,3304.1666666666665,0.744796151085953,5,0
30,626,Unemployed,Bachelor,11,22539,36,Married,0,Rent,777,0.5092195393424798,5,0,0,Home,0,24,11,808,89,112517,100783,15510.75,0.7768939071802798,6,1
59,535,Employed,Bachelor,35,28504,36,Single,1,Other,912,0.3683534951995387,3,0,0,Home,0,12,26,2176,1423,66080,21972,7099.5,0.8411630362601116,2,0
33,501,Employed,Bachelor,9,41451,60,Married,5,Rent,556,0.3743558906877723,2,3,0,Home,0,30,1,8210,949,131248,18157,2943.833333333333,0.6805398410521003,6,0
26,548,Employed,Doctorate,1,43027,36,Widowed,1,Own,600,0.3566240936756601,4,2,0,Other,0,17,15,3482,1112,173938,5129,3490.583333333333,0.9877203916390196,4,0
34,566,Employed,Associate,15,68399,24,Married,1,Rent,298,0.1668437731145305,2,0,1,Debt Consolidation,0,32,1,1939,670,35883,6090,3262.5,0.89351380774021,1,0
18,501,Employed,Bachelor,0,34687,96,Single,3,Rent,239,0.0585990548383895,2,0,0,Home,0,18,7,1431,3075,9043,6627,1582.1666666666667,0.8322461386610144,4,0
32,565,Employed,Doctorate,8,27082,48,Single,0,Own,301,0.2853656567192896,1,0,0,Home,0,16,2,4379,231,11680,8519,7533.833333333333,0.6323319109941344,2,1
28,643,Employed,Bachelor,5,21732,84,Single,0,Rent,495,0.733203921118466,4,2,0,Education,0,19,23,2862,194,101658,8709,6504.166666666667,0.7574151724283501,2,0
